Christmas
19,20
16,14,4,0,0,0,0
6,8,2,0,0,0,255
7,4,4,0,0,0,0
8,16,4,0,0,0,0
7,9,4,0,0,0,0
12,5,4,0,0,0,0
14,10,3,0,0,255,0
16,13,3,0,0,255,0
18,8,4,0,0,0,0
13,11,4,0,0,0,0
17,9,3,0,255,0,0
10,7,4,0,0,0,0
10,1,4,0,0,0,0
8,12,2,0,0,255,0
18,11,4,0,0,0,0
0,9,5,0,0,0,0
11,18,4,0,0,0,0
4,11,4,0,0,0,0
6,10,2,0,0,0,255
9,13,2,0,255,0,0
17,14,4,0,0,0,0
17,5,4,0,0,0,0
5,12,4,0,0,0,0
12,4,4,0,0,0,0
18,7,4,0,0,0,0
12,2,4,0,0,0,0
6,13,4,0,0,0,0
16,12,3,0,0,0,255
11,1,5,0,0,0,0
12,11,4,0,0,0,0
10,14,2,0,255,0,0
13,7,4,0,0,0,0
17,6,3,0,0,0,255
9,9,2,0,0,255,0
10,5,2,0,255,0,0
9,17,4,0,0,0,0
12,10,4,0,0,0,0
2,9,4,0,0,0,0
11,0,4,0,0,0,0
4,7,4,0,0,0,0
10,12,4,0,0,0,0
12,19,4,0,0,0,0
12,17,4,0,0,0,0
5,9,1,0,0,0,0
4,6,4,0,0,0,0
8,8,2,0,0,0,255
8,6,2,0,0,0,255
15,14,4,0,0,0,0
15,5,4,0,0,0,0
7,11,2,0,0,255,0
15,10,3,0,0,255,0
12,7,4,0,0,0,0
6,14,4,0,0,0,0
14,11,4,0,0,0,0
18,12,4,0,0,0,0
17,13,3,0,0,0,255
17,8,3,0,0,255,0
12,6,4,0,0,0,0
7,15,4,0,0,0,0
18,9,4,0,0,0,0
12,16,4,0,0,0,0
7,14,4,0,0,0,0
3,8,4,0,0,0,0
15,11,4,0,0,0,0
6,4,4,0,0,0,0
12,15,4,0,0,0,0
10,10,2,0,255,0,0
12,13,4,0,0,0,0
5,6,4,0,0,0,0
5,5,4,0,0,0,0
12,14,4,0,0,0,0
18,5,4,0,0,0,0
4,12,4,0,0,0,0
15,7,4,0,0,0,0
15,12,4,0,0,0,0
2,10,4,0,0,0,0
3,7,4,0,0,0,0
9,11,2,0,0,255,0
9,16,4,0,0,0,0
8,2,4,0,0,0,0
12,12,4,0,0,0,0
10,17,4,0,0,0,0
15,13,4,0,0,0,0
10,0,4,0,0,0,0
9,7,2,0,255,0,0
16,5,4,0,0,0,0
9,1,4,0,0,0,0
10,9,4,0,0,0,0
17,11,3,0,0,0,255
8,10,2,0,0,255,0
12,18,4,0,0,0,0
3,11,4,0,0,0,0
3,10,4,0,0,0,0
12,3,4,0,0,0,0
18,14,4,0,0,0,0
12,1,4,0,0,0,0
18,10,4,0,0,0,0
17,7,3,0,255,0,0
9,2,4,0,0,0,0
5,13,4,0,0,0,0
17,12,3,0,0,255,0
18,13,4,0,0,0,0
10,4,4,0,0,0,0
14,7,4,0,0,0,0
18,6,4,0,0,0,0
12,9,4,0,0,0,0
2,8,4,0,0,0,0
16,11,3,0,0,0,255
9,5,2,0,255,0,0
1,9,4,0,0,0,0
7,7,2,0,0,0,255
6,5,4,0,0,0,0
12,0,4,0,0,0,0
15,6,4,0,0,0,0
7,3,4,0,0,0,0
8,3,4,0,0,0,0
8,15,4,0,0,0,0
10,18,4,0,0,0,0
