OThree
11,8
8,3,2,0,0,255,255
0,1,4,0,0,0,0
7,2,4,0,0,0,0
5,3,5,0,0,0,0
7,7,4,0,0,0,0
10,1,4,0,0,0,0
3,7,4,0,0,0,0
0,3,4,0,0,0,0
10,5,4,0,0,0,0
7,3,3,0,0,255,255
7,1,4,0,0,0,0
4,3,4,0,0,0,0
8,0,4,0,0,0,0
3,2,1,0,0,0,0
9,6,5,0,0,0,0
4,2,4,0,0,0,0
9,5,3,0,0,0,255
1,0,4,0,0,0,0
6,5,2,0,0,255,255
5,6,4,0,0,0,0
10,3,4,0,0,0,0
2,3,2,0,0,0,255
0,2,4,0,0,0,0
6,7,4,0,0,0,0
1,1,3,0,0,255,255
1,6,4,0,0,0,0
0,5,4,0,0,0,0
10,4,4,0,0,0,0
2,7,4,0,0,0,0
9,0,4,0,0,0,0
8,1,3,0,0,0,255
2,0,4,0,0,0,0
10,2,4,0,0,0,0
4,1,4,0,0,0,0
2,5,2,0,0,255,255
5,2,4,0,0,0,0
7,5,2,0,0,255,255
0,4,4,0,0,0,0
6,3,4,0,0,0,0
8,7,4,0,0,0,0
5,1,4,0,0,0,0
3,5,2,0,0,0,255
4,7,4,0,0,0,0
3,1,3,0,0,255,255
3,0,4,0,0,0,0
