Primer Nivel
10,6
7,5,6,2,0,0,0
8,4,6,1,0,0,0
6,5,6,2,0,0,0
8,2,4,0,0,0,0
7,0,4,0,0,0,0
1,5,6,2,0,0,0
3,0,4,0,0,0,0
5,2,6,0,0,0,0
8,5,6,2,0,0,0
0,4,6,0,0,0,0
9,4,6,1,0,0,0
5,5,6,2,0,0,0
9,2,6,1,0,0,0
6,0,4,0,0,0,0
4,4,5,0,0,0,0
0,3,6,0,0,0,0
4,0,4,0,0,0,0
3,5,6,2,0,0,0
1,1,3,0,255,0,0
1,0,4,0,0,0,0
4,5,6,2,0,0,0
4,1,2,0,0,0,255
9,3,6,1,0,0,0
3,2,6,2,0,0,0
9,1,6,1,0,0,0
0,1,6,0,0,0,0
8,0,4,0,0,0,0
5,3,2,0,0,0,255
7,2,6,3,0,0,0
2,5,6,2,0,0,0
1,3,2,0,255,0,0
4,2,1,0,0,0,0
8,3,3,0,0,0,255
0,2,6,0,0,0,0
8,1,3,0,0,0,255
5,0,4,0,0,0,0
4,3,2,0,0,0,255
2,0,4,0,0,0,0
